Tariff_ID,Timestamp,Tariff_Rate,Tariff_Type,TOU_Period_Start,TOU_Period_End,Weather_Conditions,Grid_Load (MW),Forecasted_Tariff_Rate,Renewable_Energy_Contribution (%)
3704,2024-10-23 23:00:23.040,0.07,Peak,19:00:23.040000,01:00:23.040000,Cloudy,1639,0.08,44
3705,2024-10-23 23:09:18.720,0.1,Peak,21:09:18.720000,01:09:18.720000,Rainy,1989,0.11,31
3706,2024-10-23 23:18:14.400,0.14,Super Off-Peak,22:18:14.400000,00:18:14.400000,Sunny,1796,0.15,11
3707,2024-10-23 23:27:10.080,0.12,Super Off-Peak,23:27:10.080000,00:27:10.080000,Sunny,1465,0.11,28
3708,2024-10-23 23:36:05.760,0.18,Super Off-Peak,19:36:05.760000,04:36:05.760000,Sunny,1579,0.16,14
3709,2024-10-23 23:45:01.440,0.06,Peak,17:45:01.440000,01:45:01.440000,Sunny,974,0.05,32
3710,2024-10-23 23:53:57.120,0.09,Peak,22:53:57.120000,05:53:57.120000,Sunny,1007,0.09,39
3711,2024-10-24 00:02:52.800,0.1,Off-Peak,19:02:52.800000,03:02:52.800000,Rainy,1801,0.09,32
3712,2024-10-24 00:11:48.480,0.15,Super Off-Peak,21:11:48.480000,04:11:48.480000,Rainy,1202,0.15,13
3713,2024-10-24 00:20:44.160,0.09,Mid-Peak,22:20:44.160000,03:20:44.160000,Clear,1465,0.1,57
3714,2024-10-24 00:29:39.840,0.12,Peak,18:29:39.840000,06:29:39.840000,Sunny,1999,0.1,44
3715,2024-10-24 00:38:35.520,0.19,Peak,18:38:35.520000,03:38:35.520000,Windy,1903,0.17,47
3716,2024-10-24 00:47:31.200,0.06,Off-Peak,19:47:31.200000,02:47:31.200000,Partly Cloudy,1309,0.05,29
3717,2024-10-24 00:56:26.880,0.09,Peak,21:56:26.880000,06:56:26.880000,Windy,1589,0.09,12
3718,2024-10-24 01:05:22.560,0.08,Mid-Peak,00:05:22.560000,02:05:22.560000,Partly Cloudy,1068,0.09,57
3719,2024-10-24 01:14:18.240,0.13,Super Off-Peak,21:14:18.240000,02:14:18.240000,Partly Cloudy,1720,0.15,39
3720,2024-10-24 01:23:13.920,0.09,Mid-Peak,19:23:13.920000,07:23:13.920000,Cloudy,1381,0.08,29
3721,2024-10-24 01:32:09.600,0.13,Mid-Peak,22:32:09.600000,06:32:09.600000,Partly Cloudy,1515,0.12,53
3722,2024-10-24 01:41:05.280,0.08,Super Off-Peak,01:41:05.280000,05:41:05.280000,Rainy,1239,0.07,44
3723,2024-10-24 01:50:00.960,0.18,Mid-Peak,19:50:00.960000,06:50:00.960000,Windy,1625,0.19,21
3724,2024-10-24 01:58:56.640,0.2,Off-Peak,21:58:56.640000,02:58:56.640000,Rainy,1732,0.18,25
3725,2024-10-24 02:07:52.320,0.11,Super Off-Peak,02:07:52.320000,06:07:52.320000,Clear,1034,0.11,49
3726,2024-10-24 02:16:48.000,0.09,Peak,00:16:48,08:16:48,Rainy,1991,0.11,37
3727,2024-10-24 02:25:43.680,0.12,Off-Peak,20:25:43.680000,05:25:43.680000,Sunny,1939,0.11,28
3728,2024-10-24 02:34:39.360,0.1,Peak,21:34:39.360000,08:34:39.360000,Partly Cloudy,1056,0.09,32
3729,2024-10-24 02:43:35.040,0.05,Peak,23:43:35.040000,03:43:35.040000,Sunny,1975,0.03,55
3730,2024-10-24 02:52:30.720,0.16,Off-Peak,01:52:30.720000,07:52:30.720000,Clear,1655,0.14,39
3731,2024-10-24 03:01:26.400,0.13,Mid-Peak,21:01:26.400000,08:01:26.400000,Clear,1046,0.11,37
3732,2024-10-24 03:10:22.080,0.18,Peak,22:10:22.080000,05:10:22.080000,Windy,812,0.19,18
3733,2024-10-24 03:19:17.760,0.1,Peak,01:19:17.760000,04:19:17.760000,Cloudy,1413,0.11,16
3734,2024-10-24 03:28:13.440,0.11,Mid-Peak,00:28:13.440000,09:28:13.440000,Clear,1520,0.1,38
3735,2024-10-24 03:37:09.120,0.14,Peak,01:37:09.120000,07:37:09.120000,Sunny,1200,0.14,11
3736,2024-10-24 03:46:04.800,0.18,Off-Peak,02:46:04.800000,06:46:04.800000,Cloudy,1667,0.16,27
3737,2024-10-24 03:55:00.480,0.1,Off-Peak,21:55:00.480000,06:55:00.480000,Rainy,890,0.12,40
3738,2024-10-24 04:03:56.160,0.09,Off-Peak,01:03:56.160000,06:03:56.160000,Windy,1739,0.11,38
3739,2024-10-24 04:12:51.840,0.08,Off-Peak,23:12:51.840000,10:12:51.840000,Sunny,1808,0.1,39
3740,2024-10-24 04:21:47.520,0.19,Mid-Peak,00:21:47.520000,08:21:47.520000,Cloudy,1163,0.18,33
3741,2024-10-24 04:30:43.200,0.14,Off-Peak,04:30:43.200000,09:30:43.200000,Windy,1975,0.13,57
3742,2024-10-24 04:39:38.880,0.16,Peak,01:39:38.880000,06:39:38.880000,Rainy,1264,0.16,24
3743,2024-10-24 04:48:34.560,0.12,Peak,01:48:34.560000,05:48:34.560000,Rainy,1906,0.11,45
3744,2024-10-24 04:57:30.240,0.09,Peak,23:57:30.240000,06:57:30.240000,Partly Cloudy,812,0.09,14
3745,2024-10-24 05:06:25.920,0.06,Super Off-Peak,05:06:25.920000,06:06:25.920000,Sunny,1681,0.05,22
3746,2024-10-24 05:15:21.600,0.12,Off-Peak,04:15:21.600000,06:15:21.600000,Partly Cloudy,827,0.12,54
3747,2024-10-24 05:24:17.280,0.18,Off-Peak,00:24:17.280000,07:24:17.280000,Sunny,1068,0.17,46
3748,2024-10-24 05:33:12.960,0.13,Off-Peak,23:33:12.960000,10:33:12.960000,Sunny,1477,0.11,42
3749,2024-10-24 05:42:08.640,0.09,Off-Peak,23:42:08.640000,11:42:08.640000,Sunny,1854,0.09,19
3750,2024-10-24 05:51:04.320,0.08,Peak,02:51:04.320000,11:51:04.320000,Windy,1647,0.06,43
3751,2024-10-24 06:00:00.000,0.09,Off-Peak,02:00:00,11:00:00,Rainy,825,0.1,32
3752,2024-10-24 06:08:55.680,0.16,Super Off-Peak,02:08:55.680000,07:08:55.680000,Cloudy,1185,0.18,20
3753,2024-10-24 06:17:51.360,0.1,Super Off-Peak,05:17:51.360000,08:17:51.360000,Clear,1562,0.12,36
3754,2024-10-24 06:26:47.040,0.09,Mid-Peak,03:26:47.040000,07:26:47.040000,Sunny,832,0.1,56
3755,2024-10-24 06:35:42.720,0.14,Peak,04:35:42.720000,12:35:42.720000,Windy,808,0.16,24
3756,2024-10-24 06:44:38.400,0.06,Mid-Peak,06:44:38.400000,11:44:38.400000,Clear,1225,0.07,56
3757,2024-10-24 06:53:34.080,0.11,Mid-Peak,01:53:34.080000,09:53:34.080000,Clear,1311,0.13,46
3758,2024-10-24 07:02:29.760,0.1,Mid-Peak,03:02:29.760000,11:02:29.760000,Windy,1605,0.1,54
3759,2024-10-24 07:11:25.440,0.12,Peak,01:11:25.440000,08:11:25.440000,Sunny,815,0.11,19
3760,2024-10-24 07:20:21.120,0.06,Peak,03:20:21.120000,12:20:21.120000,Rainy,1341,0.05,40
3761,2024-10-24 07:29:16.800,0.15,Peak,05:29:16.800000,10:29:16.800000,Windy,1522,0.14,35
3762,2024-10-24 07:38:12.480,0.12,Off-Peak,07:38:12.480000,12:38:12.480000,Sunny,889,0.13,17
3763,2024-10-24 07:47:08.160,0.17,Super Off-Peak,06:47:08.160000,11:47:08.160000,Sunny,1925,0.17,50
3764,2024-10-24 07:56:03.840,0.2,Super Off-Peak,04:56:03.840000,12:56:03.840000,Rainy,1091,0.19,54
3765,2024-10-24 08:04:59.520,0.2,Super Off-Peak,03:04:59.520000,11:04:59.520000,Clear,1515,0.2,48
3766,2024-10-24 08:13:55.200,0.18,Peak,04:13:55.200000,10:13:55.200000,Cloudy,1492,0.19,52
3767,2024-10-24 08:22:50.880,0.08,Peak,03:22:50.880000,13:22:50.880000,Partly Cloudy,1803,0.07,27
3768,2024-10-24 08:31:46.560,0.06,Off-Peak,04:31:46.560000,09:31:46.560000,Rainy,1864,0.07,17
3769,2024-10-24 08:40:42.240,0.17,Super Off-Peak,03:40:42.240000,10:40:42.240000,Windy,960,0.19,35
3770,2024-10-24 08:49:37.920,0.09,Peak,02:49:37.920000,11:49:37.920000,Sunny,881,0.07,47
3771,2024-10-24 08:58:33.600,0.19,Mid-Peak,06:58:33.600000,10:58:33.600000,Rainy,1441,0.2,56
3772,2024-10-24 09:07:29.280,0.19,Off-Peak,04:07:29.280000,12:07:29.280000,Rainy,1978,0.19,43
3773,2024-10-24 09:16:24.960,0.18,Super Off-Peak,08:16:24.960000,13:16:24.960000,Windy,1089,0.18,18
3774,2024-10-24 09:25:20.640,0.1,Peak,04:25:20.640000,13:25:20.640000,Windy,1494,0.09,54
3775,2024-10-24 09:34:16.320,0.16,Mid-Peak,04:34:16.320000,15:34:16.320000,Sunny,1237,0.16,60
3776,2024-10-24 09:43:12.000,0.11,Peak,08:43:12,15:43:12,Cloudy,1990,0.11,18
3777,2024-10-24 09:52:07.680,0.08,Off-Peak,05:52:07.680000,12:52:07.680000,Clear,1406,0.08,54
3778,2024-10-24 10:01:03.360,0.07,Peak,08:01:03.360000,15:01:03.360000,Clear,904,0.05,50
3779,2024-10-24 10:09:59.040,0.12,Peak,06:09:59.040000,14:09:59.040000,Rainy,811,0.13,13
3780,2024-10-24 10:18:54.720,0.09,Mid-Peak,10:18:54.720000,11:18:54.720000,Partly Cloudy,1895,0.09,29
3781,2024-10-24 10:27:50.400,0.2,Mid-Peak,08:27:50.400000,14:27:50.400000,Partly Cloudy,1360,0.18,45
3782,2024-10-24 10:36:46.080,0.08,Peak,05:36:46.080000,14:36:46.080000,Rainy,1044,0.07,40
3783,2024-10-24 10:45:41.760,0.1,Mid-Peak,10:45:41.760000,15:45:41.760000,Cloudy,1189,0.09,40
3784,2024-10-24 10:54:37.440,0.1,Super Off-Peak,05:54:37.440000,13:54:37.440000,Clear,1698,0.08,40
3785,2024-10-24 11:03:33.120,0.15,Super Off-Peak,09:03:33.120000,12:03:33.120000,Partly Cloudy,1641,0.16,42
3786,2024-10-24 11:12:28.800,0.13,Peak,06:12:28.800000,14:12:28.800000,Clear,1622,0.12,39
3787,2024-10-24 11:21:24.480,0.17,Off-Peak,08:21:24.480000,14:21:24.480000,Sunny,1147,0.18,34
3788,2024-10-24 11:30:20.160,0.14,Super Off-Peak,08:30:20.160000,13:30:20.160000,Cloudy,1619,0.13,32
3789,2024-10-24 11:39:15.840,0.08,Mid-Peak,11:39:15.840000,16:39:15.840000,Partly Cloudy,1627,0.07,57
3790,2024-10-24 11:48:11.520,0.1,Mid-Peak,09:48:11.520000,15:48:11.520000,Cloudy,1705,0.08,44
3791,2024-10-24 11:57:07.200,0.14,Super Off-Peak,10:57:07.200000,15:57:07.200000,Sunny,1481,0.12,47
3792,2024-10-24 12:06:02.880,0.18,Peak,08:06:02.880000,18:06:02.880000,Windy,917,0.18,29
3793,2024-10-24 12:14:58.560,0.13,Off-Peak,06:14:58.560000,18:14:58.560000,Sunny,1817,0.14,40
3794,2024-10-24 12:23:54.240,0.1,Mid-Peak,07:23:54.240000,13:23:54.240000,Windy,967,0.08,16
3795,2024-10-24 12:32:49.920,0.14,Off-Peak,08:32:49.920000,13:32:49.920000,Windy,806,0.16,53
3796,2024-10-24 12:41:45.600,0.07,Super Off-Peak,07:41:45.600000,17:41:45.600000,Cloudy,1822,0.07,30
3797,2024-10-24 12:50:41.280,0.1,Mid-Peak,09:50:41.280000,17:50:41.280000,Partly Cloudy,1231,0.09,39
3798,2024-10-24 12:59:36.960,0.09,Peak,09:59:36.960000,18:59:36.960000,Sunny,1219,0.09,52
3799,2024-10-24 13:08:32.640,0.15,Peak,12:08:32.640000,16:08:32.640000,Cloudy,1469,0.16,49
3800,2024-10-24 13:17:28.320,0.12,Mid-Peak,13:17:28.320000,14:17:28.320000,Clear,1988,0.14,59
3801,2024-10-24 13:26:24.000,0.13,Off-Peak,07:26:24,18:26:24,Cloudy,1207,0.14,54
3802,2024-10-24 13:35:19.680,0.15,Super Off-Peak,13:35:19.680000,16:35:19.680000,Cloudy,1565,0.16,48
3803,2024-10-24 13:44:15.360,0.07,Super Off-Peak,09:44:15.360000,18:44:15.360000,Clear,1213,0.08,46
3804,2024-10-24 13:53:11.040,0.07,Super Off-Peak,12:53:11.040000,17:53:11.040000,Clear,1010,0.06,38
3805,2024-10-24 14:02:06.720,0.17,Peak,09:02:06.720000,20:02:06.720000,Rainy,1374,0.18,52
3806,2024-10-24 14:11:02.400,0.05,Super Off-Peak,11:11:02.400000,16:11:02.400000,Partly Cloudy,992,0.05,48
3807,2024-10-24 14:19:58.080,0.12,Mid-Peak,12:19:58.080000,20:19:58.080000,Rainy,1578,0.11,60
3808,2024-10-24 14:28:53.760,0.17,Super Off-Peak,13:28:53.760000,16:28:53.760000,Cloudy,1428,0.16,29
3809,2024-10-24 14:37:49.440,0.19,Super Off-Peak,12:37:49.440000,20:37:49.440000,Windy,1706,0.2,27
3810,2024-10-24 14:46:45.120,0.12,Off-Peak,09:46:45.120000,17:46:45.120000,Rainy,1459,0.14,39
3811,2024-10-24 14:55:40.800,0.12,Super Off-Peak,12:55:40.800000,18:55:40.800000,Windy,1035,0.13,32
3812,2024-10-24 15:04:36.480,0.12,Mid-Peak,12:04:36.480000,19:04:36.480000,Clear,1482,0.11,20
3813,2024-10-24 15:13:32.160,0.12,Super Off-Peak,14:13:32.160000,21:13:32.160000,Sunny,1818,0.13,32
3814,2024-10-24 15:22:27.840,0.13,Peak,11:22:27.840000,17:22:27.840000,Rainy,1677,0.13,39
3815,2024-10-24 15:31:23.520,0.13,Off-Peak,09:31:23.520000,16:31:23.520000,Partly Cloudy,1682,0.11,52
3816,2024-10-24 15:40:19.200,0.16,Peak,10:40:19.200000,18:40:19.200000,Sunny,1374,0.18,32
3817,2024-10-24 15:49:14.880,0.12,Off-Peak,15:49:14.880000,21:49:14.880000,Cloudy,1363,0.14,33
3818,2024-10-24 15:58:10.560,0.11,Peak,15:58:10.560000,16:58:10.560000,Rainy,1549,0.09,45
3819,2024-10-24 16:07:06.240,0.14,Mid-Peak,13:07:06.240000,18:07:06.240000,Sunny,824,0.15,40
3820,2024-10-24 16:16:01.920,0.19,Off-Peak,16:16:01.920000,17:16:01.920000,Rainy,1560,0.2,32
3821,2024-10-24 16:24:57.600,0.14,Peak,13:24:57.600000,21:24:57.600000,Clear,1137,0.13,28
3822,2024-10-24 16:33:53.280,0.07,Mid-Peak,16:33:53.280000,22:33:53.280000,Cloudy,1047,0.05,56
3823,2024-10-24 16:42:48.960,0.17,Peak,14:42:48.960000,18:42:48.960000,Rainy,1576,0.16,58
3824,2024-10-24 16:51:44.640,0.05,Mid-Peak,15:51:44.640000,19:51:44.640000,Rainy,920,0.04,15
3825,2024-10-24 17:00:40.320,0.16,Peak,12:00:40.320000,18:00:40.320000,Clear,1448,0.17,10
3826,2024-10-24 17:09:36.000,0.06,Mid-Peak,13:09:36,18:09:36,Cloudy,855,0.05,13
3827,2024-10-24 17:18:31.680,0.11,Super Off-Peak,12:18:31.680000,19:18:31.680000,Windy,1978,0.1,16
3828,2024-10-24 17:27:27.360,0.15,Off-Peak,15:27:27.360000,22:27:27.360000,Cloudy,1541,0.15,57
3829,2024-10-24 17:36:23.040,0.15,Off-Peak,17:36:23.040000,22:36:23.040000,Rainy,1452,0.17,13
3830,2024-10-24 17:45:18.720,0.06,Peak,11:45:18.720000,18:45:18.720000,Partly Cloudy,953,0.07,21
3831,2024-10-24 17:54:14.400,0.18,Peak,14:54:14.400000,18:54:14.400000,Sunny,1968,0.17,15
3832,2024-10-24 18:03:10.080,0.17,Super Off-Peak,12:03:10.080000,22:03:10.080000,Clear,1862,0.18,60
3833,2024-10-24 18:12:05.760,0.07,Mid-Peak,18:12:05.760000,23:12:05.760000,Cloudy,1948,0.09,29
3834,2024-10-24 18:21:01.440,0.13,Mid-Peak,15:21:01.440000,21:21:01.440000,Partly Cloudy,1233,0.13,18
3835,2024-10-24 18:29:57.120,0.11,Off-Peak,13:29:57.120000,19:29:57.120000,Partly Cloudy,1361,0.12,31
3836,2024-10-24 18:38:52.800,0.06,Super Off-Peak,12:38:52.800000,19:38:52.800000,Partly Cloudy,1670,0.05,40
3837,2024-10-24 18:47:48.480,0.17,Mid-Peak,12:47:48.480000,20:47:48.480000,Windy,1660,0.18,23
3838,2024-10-24 18:56:44.160,0.18,Off-Peak,12:56:44.160000,21:56:44.160000,Windy,1489,0.2,25
3839,2024-10-24 19:05:39.840,0.05,Mid-Peak,13:05:39.840000,22:05:39.840000,Sunny,857,0.05,44
3840,2024-10-24 19:14:35.520,0.14,Peak,19:14:35.520000,21:14:35.520000,Cloudy,1140,0.16,52
3841,2024-10-24 19:23:31.200,0.13,Peak,18:23:31.200000,20:23:31.200000,Cloudy,1144,0.11,50
3842,2024-10-24 19:32:26.880,0.12,Mid-Peak,15:32:26.880000,21:32:26.880000,Sunny,1469,0.11,23
3843,2024-10-24 19:41:22.560,0.12,Mid-Peak,14:41:22.560000,00:41:22.560000,Clear,1661,0.12,37
3844,2024-10-24 19:50:18.240,0.08,Off-Peak,18:50:18.240000,20:50:18.240000,Rainy,1074,0.08,39
3845,2024-10-24 19:59:13.920,0.07,Peak,17:59:13.920000,23:59:13.920000,Windy,1935,0.08,33
3846,2024-10-24 20:08:09.600,0.11,Super Off-Peak,14:08:09.600000,01:08:09.600000,Cloudy,1874,0.11,19
3847,2024-10-24 20:17:05.280,0.11,Super Off-Peak,19:17:05.280000,02:17:05.280000,Windy,1651,0.12,44
3848,2024-10-24 20:26:00.960,0.18,Peak,18:26:00.960000,01:26:00.960000,Sunny,999,0.17,50
3849,2024-10-24 20:34:56.640,0.1,Mid-Peak,16:34:56.640000,00:34:56.640000,Cloudy,1516,0.09,50
3850,2024-10-24 20:43:52.320,0.12,Mid-Peak,16:43:52.320000,01:43:52.320000,Windy,1608,0.13,60
3851,2024-10-24 20:52:48.000,0.11,Peak,15:52:48,02:52:48,Cloudy,977,0.12,44
3852,2024-10-24 21:01:43.680,0.11,Peak,18:01:43.680000,23:01:43.680000,Sunny,1548,0.09,25
3853,2024-10-24 21:10:39.360,0.06,Peak,18:10:39.360000,22:10:39.360000,Rainy,1616,0.05,46
3854,2024-10-24 21:19:35.040,0.11,Mid-Peak,21:19:35.040000,03:19:35.040000,Cloudy,813,0.1,58
3855,2024-10-24 21:28:30.720,0.17,Off-Peak,15:28:30.720000,23:28:30.720000,Partly Cloudy,1904,0.15,20
3856,2024-10-24 21:37:26.400,0.18,Off-Peak,18:37:26.400000,23:37:26.400000,Windy,1381,0.18,22
3857,2024-10-24 21:46:22.080,0.06,Mid-Peak,15:46:22.080000,03:46:22.080000,Partly Cloudy,1654,0.04,19
3858,2024-10-24 21:55:17.760,0.12,Super Off-Peak,20:55:17.760000,22:55:17.760000,Clear,1232,0.13,14
3859,2024-10-24 22:04:13.440,0.19,Peak,22:04:13.440000,03:04:13.440000,Clear,875,0.18,34
3860,2024-10-24 22:13:09.120,0.1,Peak,22:13:09.120000,04:13:09.120000,Clear,814,0.09,42
3861,2024-10-24 22:22:04.800,0.14,Super Off-Peak,19:22:04.800000,01:22:04.800000,Cloudy,1730,0.14,47
3862,2024-10-24 22:31:00.480,0.17,Super Off-Peak,17:31:00.480000,04:31:00.480000,Clear,1227,0.15,23
3863,2024-10-24 22:39:56.160,0.09,Super Off-Peak,22:39:56.160000,04:39:56.160000,Rainy,1364,0.09,42
3864,2024-10-24 22:48:51.840,0.1,Off-Peak,18:48:51.840000,01:48:51.840000,Windy,967,0.09,36
3865,2024-10-24 22:57:47.520,0.11,Peak,21:57:47.520000,23:57:47.520000,Cloudy,1197,0.09,31
3866,2024-10-24 23:06:43.200,0.19,Super Off-Peak,22:06:43.200000,02:06:43.200000,Cloudy,1175,0.17,24
3867,2024-10-24 23:15:38.880,0.1,Off-Peak,19:15:38.880000,04:15:38.880000,Sunny,1110,0.08,46
3868,2024-10-24 23:24:34.560,0.09,Off-Peak,21:24:34.560000,02:24:34.560000,Clear,855,0.1,17
3869,2024-10-24 23:33:30.240,0.08,Super Off-Peak,17:33:30.240000,00:33:30.240000,Sunny,1852,0.1,31
3870,2024-10-24 23:42:25.920,0.19,Peak,23:42:25.920000,04:42:25.920000,Clear,1140,0.21,27
3871,2024-10-24 23:51:21.600,0.14,Mid-Peak,22:51:21.600000,04:51:21.600000,Windy,1418,0.13,10
3872,2024-10-25 00:00:17.280,0.16,Peak,19:00:17.280000,01:00:17.280000,Clear,1097,0.18,51
3873,2024-10-25 00:09:12.960,0.11,Off-Peak,22:09:12.960000,05:09:12.960000,Partly Cloudy,979,0.1,49
3874,2024-10-25 00:18:08.640,0.13,Peak,20:18:08.640000,04:18:08.640000,Partly Cloudy,984,0.14,52
3875,2024-10-25 00:27:04.320,0.17,Super Off-Peak,23:27:04.320000,03:27:04.320000,Sunny,1735,0.19,51
3876,2024-10-25 00:36:00.000,0.14,Super Off-Peak,21:36:00,02:36:00,Windy,1247,0.13,48
3877,2024-10-25 00:44:55.680,0.11,Super Off-Peak,22:44:55.680000,05:44:55.680000,Rainy,1565,0.1,37
3878,2024-10-25 00:53:51.360,0.17,Peak,22:53:51.360000,02:53:51.360000,Rainy,848,0.15,36
3879,2024-10-25 01:02:47.040,0.15,Super Off-Peak,20:02:47.040000,03:02:47.040000,Clear,1729,0.16,22
3880,2024-10-25 01:11:42.720,0.18,Off-Peak,21:11:42.720000,06:11:42.720000,Partly Cloudy,1626,0.18,38
3881,2024-10-25 01:20:38.400,0.11,Off-Peak,19:20:38.400000,04:20:38.400000,Partly Cloudy,1806,0.09,37
3882,2024-10-25 01:29:34.080,0.16,Mid-Peak,19:29:34.080000,02:29:34.080000,Cloudy,967,0.15,16
3883,2024-10-25 01:38:29.760,0.19,Off-Peak,23:38:29.760000,04:38:29.760000,Windy,837,0.19,16
3884,2024-10-25 01:47:25.440,0.06,Super Off-Peak,01:47:25.440000,02:47:25.440000,Clear,1687,0.08,25
3885,2024-10-25 01:56:21.120,0.09,Peak,21:56:21.120000,02:56:21.120000,Sunny,883,0.08,20
3886,2024-10-25 02:05:16.800,0.17,Mid-Peak,22:05:16.800000,05:05:16.800000,Partly Cloudy,1619,0.15,19
3887,2024-10-25 02:14:12.480,0.06,Super Off-Peak,00:14:12.480000,03:14:12.480000,Cloudy,1370,0.05,57
3888,2024-10-25 02:23:08.160,0.08,Super Off-Peak,21:23:08.160000,07:23:08.160000,Cloudy,1306,0.09,10
3889,2024-10-25 02:32:03.840,0.1,Super Off-Peak,20:32:03.840000,05:32:03.840000,Partly Cloudy,801,0.1,49
3890,2024-10-25 02:40:59.520,0.16,Peak,00:40:59.520000,06:40:59.520000,Partly Cloudy,1849,0.16,56
3891,2024-10-25 02:49:55.200,0.09,Peak,01:49:55.200000,05:49:55.200000,Partly Cloudy,1546,0.07,29
3892,2024-10-25 02:58:50.880,0.09,Peak,23:58:50.880000,03:58:50.880000,Clear,1300,0.09,56
3893,2024-10-25 03:07:46.560,0.19,Off-Peak,03:07:46.560000,08:07:46.560000,Cloudy,1292,0.18,29
3894,2024-10-25 03:16:42.240,0.15,Peak,22:16:42.240000,05:16:42.240000,Cloudy,968,0.14,45
3895,2024-10-25 03:25:37.920,0.19,Mid-Peak,01:25:37.920000,09:25:37.920000,Partly Cloudy,1543,0.21,51
3896,2024-10-25 03:34:33.600,0.15,Mid-Peak,02:34:33.600000,04:34:33.600000,Cloudy,1720,0.14,38
3897,2024-10-25 03:43:29.280,0.16,Off-Peak,22:43:29.280000,07:43:29.280000,Windy,1209,0.16,48
3898,2024-10-25 03:52:24.960,0.11,Mid-Peak,01:52:24.960000,06:52:24.960000,Clear,1321,0.09,51
3899,2024-10-25 04:01:20.640,0.09,Off-Peak,04:01:20.640000,10:01:20.640000,Cloudy,1359,0.09,39
3900,2024-10-25 04:10:16.320,0.08,Mid-Peak,23:10:16.320000,05:10:16.320000,Cloudy,1702,0.06,11
3901,2024-10-25 04:19:12.000,0.15,Super Off-Peak,01:19:12,09:19:12,Sunny,1172,0.14,31
3902,2024-10-25 04:28:07.680,0.18,Super Off-Peak,23:28:07.680000,06:28:07.680000,Clear,1639,0.18,43
3903,2024-10-25 04:37:03.360,0.18,Off-Peak,23:37:03.360000,05:37:03.360000,Windy,1025,0.19,27
3904,2024-10-25 04:45:59.040,0.08,Super Off-Peak,03:45:59.040000,08:45:59.040000,Clear,1285,0.1,60
3905,2024-10-25 04:54:54.720,0.07,Mid-Peak,03:54:54.720000,08:54:54.720000,Cloudy,1658,0.06,53
3906,2024-10-25 05:03:50.400,0.15,Mid-Peak,04:03:50.400000,11:03:50.400000,Windy,2000,0.15,22
3907,2024-10-25 05:12:46.080,0.17,Peak,05:12:46.080000,08:12:46.080000,Clear,1321,0.16,12
3908,2024-10-25 05:21:41.760,0.05,Super Off-Peak,23:21:41.760000,07:21:41.760000,Sunny,1059,0.03,54
3909,2024-10-25 05:30:37.440,0.12,Super Off-Peak,23:30:37.440000,09:30:37.440000,Sunny,1275,0.11,48
3910,2024-10-25 05:39:33.120,0.16,Super Off-Peak,02:39:33.120000,06:39:33.120000,Rainy,856,0.16,53
3911,2024-10-25 05:48:28.800,0.15,Mid-Peak,03:48:28.800000,06:48:28.800000,Clear,1545,0.13,53
3912,2024-10-25 05:57:24.480,0.06,Mid-Peak,03:57:24.480000,11:57:24.480000,Sunny,1678,0.06,25
3913,2024-10-25 06:06:20.160,0.18,Super Off-Peak,04:06:20.160000,10:06:20.160000,Partly Cloudy,1100,0.17,51
3914,2024-10-25 06:15:15.840,0.18,Super Off-Peak,03:15:15.840000,08:15:15.840000,Cloudy,1708,0.17,14
3915,2024-10-25 06:24:11.520,0.06,Off-Peak,05:24:11.520000,08:24:11.520000,Clear,1502,0.06,55
3916,2024-10-25 06:33:07.200,0.11,Super Off-Peak,01:33:07.200000,11:33:07.200000,Partly Cloudy,883,0.09,17
3917,2024-10-25 06:42:02.880,0.11,Peak,05:42:02.880000,08:42:02.880000,Clear,1682,0.1,28
3918,2024-10-25 06:50:58.560,0.13,Off-Peak,04:50:58.560000,07:50:58.560000,Rainy,958,0.13,57
3919,2024-10-25 06:59:54.240,0.19,Peak,06:59:54.240000,12:59:54.240000,Windy,806,0.18,41
3920,2024-10-25 07:08:49.920,0.06,Super Off-Peak,04:08:49.920000,10:08:49.920000,Windy,1189,0.04,25
3921,2024-10-25 07:17:45.600,0.19,Super Off-Peak,01:17:45.600000,09:17:45.600000,Rainy,839,0.19,25
3922,2024-10-25 07:26:41.280,0.18,Peak,02:26:41.280000,11:26:41.280000,Cloudy,1227,0.18,19
3923,2024-10-25 07:35:36.960,0.09,Peak,02:35:36.960000,09:35:36.960000,Cloudy,1120,0.09,14
3924,2024-10-25 07:44:32.640,0.19,Peak,02:44:32.640000,10:44:32.640000,Clear,1786,0.19,32
3925,2024-10-25 07:53:28.320,0.09,Super Off-Peak,03:53:28.320000,10:53:28.320000,Rainy,1726,0.1,26
3926,2024-10-25 08:02:24.000,0.08,Peak,07:02:24,12:02:24,Clear,1389,0.08,29
3927,2024-10-25 08:11:19.680,0.09,Peak,02:11:19.680000,13:11:19.680000,Sunny,1420,0.1,24
3928,2024-10-25 08:20:15.360,0.11,Off-Peak,06:20:15.360000,09:20:15.360000,Clear,1806,0.11,29
3929,2024-10-25 08:29:11.040,0.06,Peak,03:29:11.040000,12:29:11.040000,Clear,904,0.06,60
3930,2024-10-25 08:38:06.720,0.13,Mid-Peak,03:38:06.720000,13:38:06.720000,Windy,1742,0.14,32
3931,2024-10-25 08:47:02.400,0.1,Off-Peak,05:47:02.400000,10:47:02.400000,Windy,1513,0.09,19
